pincode,population,grade
206128,105454,district_apportioned
206129,98539,district_apportioned
206130,105454,district_apportioned
206131,105454,district_apportioned
206241,98539,district_apportioned
206242,105454,district_apportioned
206243,98539,district_apportioned
206244,98539,district_apportioned
206245,105454,district_apportioned
206246,98539,district_apportioned
206247,98539,district_apportioned
206248,98539,district_apportioned
206249,98539,district_apportioned
206250,98539,district_apportioned
206251,98539,district_apportioned
206252,98539,district_apportioned
206253,105454,district_apportioned
206255,98539,district_apportioned
207001,73937,district_apportioned
207002,73937,district_apportioned
207003,73937,district_apportioned
207120,73937,district_apportioned
207121,73937,district_apportioned
207122,73937,district_apportioned
207123,73937,district_apportioned
207124,73937,district_apportioned
207125,73937,district_apportioned
207241,73937,district_apportioned
207242,73937,district_apportioned
207243,73937,district_apportioned
207244,73937,district_apportioned
207245,73937,district_apportioned
207246,73937,district_apportioned
207247,73937,district_apportioned
207248,73937,district_apportioned
207249,73937,district_apportioned
207250,73937,district_apportioned
207301,73937,district_apportioned
207302,73937,district_apportioned
207401,73937,district_apportioned
207402,73937,district_apportioned
207403,73937,district_apportioned
208001,130893,district_apportioned
208002,130893,district_apportioned
208003,130893,district_apportioned
208004,130893,district_apportioned
208005,130893,district_apportioned
208006,130893,district_apportioned
208007,130893,district_apportioned
208008,130893,district_apportioned
208009,130893,district_apportioned
208010,130893,district_apportioned
208011,130893,district_apportioned
208012,130893,district_apportioned
208013,130893,district_apportioned
208014,130893,district_apportioned
208015,130893,district_apportioned
208016,130893,district_apportioned
208017,130893,district_apportioned
208019,130893,district_apportioned
208020,130893,district_apportioned
208021,130893,district_apportioned
208022,130893,district_apportioned
208023,130893,district_apportioned
208024,130893,district_apportioned
208025,130893,district_apportioned
208026,130893,district_apportioned
208027,130893,district_apportioned
209101,85533,district_apportioned
209111,85533,district_apportioned
209112,85533,district_apportioned
209115,85533,district_apportioned
209121,85533,district_apportioned
209125,85533,district_apportioned
209202,85533,district_apportioned
209203,130893,district_apportioned
209204,85533,district_apportioned
209205,85533,district_apportioned
209206,130893,district_apportioned
209208,85533,district_apportioned
209209,85533,district_apportioned
209210,85533,district_apportioned
209214,130893,district_apportioned
209217,130893,district_apportioned
209301,85533,district_apportioned
209302,85533,district_apportioned
209303,85533,district_apportioned
209304,130893,district_apportioned
209305,130893,district_apportioned
209306,85533,district_apportioned
209307,85533,district_apportioned
209308,130893,district_apportioned
209310,85533,district_apportioned
209311,85533,district_apportioned
209312,85533,district_apportioned
209401,130893,district_apportioned
209402,130893,district_apportioned
209501,145016,district_apportioned
209502,101259,district_apportioned
209503,101259,district_apportioned
209504,145016,district_apportioned
209505,101259,district_apportioned
209601,145016,district_apportioned
209602,145016,district_apportioned
209621,145016,district_apportioned
209622,145016,district_apportioned
209625,145016,district_apportioned
209651,145016,district_apportioned
209652,145016,district_apportioned
209720,97448,district_apportioned
209721,97448,district_apportioned
209722,97448,district_apportioned
209723,97448,district_apportioned
209724,145016,district_apportioned
209725,97448,district_apportioned
209726,97448,district_apportioned
209727,97448,district_apportioned
209728,97448,district_apportioned
209729,97448,district_apportioned
209731,97448,district_apportioned
209732,97448,district_apportioned
209733,97448,district_apportioned
209734,97448,district_apportioned
209735,97448,district_apportioned
209736,97448,district_apportioned
209738,97448,district_apportioned
209739,145016,district_apportioned
209743,145016,district_apportioned
209745,101259,district_apportioned
209747,97448,district_apportioned
209749,145016,district_apportioned
209801,172687,district_apportioned
209821,172687,district_apportioned
209825,172687,district_apportioned
209827,172687,district_apportioned
209831,172687,district_apportioned
209841,172687,district_apportioned
209859,172687,district_apportioned
209860,172687,district_apportioned
209861,172687,district_apportioned
209862,72095,district_apportioned
209863,85533,district_apportioned
209864,172687,district_apportioned
209865,172687,district_apportioned
209866,172687,district_apportioned
209867,172687,district_apportioned
209868,172687,district_apportioned
209869,172687,district_apportioned
209870,172687,district_apportioned
209871,172687,district_apportioned
209881,172687,district_apportioned
210001,199934,district_apportioned
210120,199934,district_apportioned
210121,199934,district_apportioned
210123,199934,district_apportioned
210125,199934,district_apportioned
210126,199934,district_apportioned
210128,199934,district_apportioned
210129,199934,district_apportioned
210201,199934,district_apportioned
210202,123966,district_apportioned
210203,123966,district_apportioned
210204,123966,district_apportioned
210205,123966,district_apportioned
210206,123966,district_apportioned
210207,123966,district_apportioned
210208,123966,district_apportioned
210209,123966,district_apportioned
210301,110428,district_apportioned
210341,110428,district_apportioned
210421,79633,district_apportioned
210422,110428,district_apportioned
210423,79633,district_apportioned
210424,79633,district_apportioned
210425,79633,district_apportioned
210426,79633,district_apportioned
210427,79633,district_apportioned
210428,110428,district_apportioned
210429,79633,district_apportioned
210430,110428,district_apportioned
210431,79633,district_apportioned
210432,110428,district_apportioned
210433,79633,district_apportioned
210501,110428,district_apportioned
210502,110428,district_apportioned
210504,79633,district_apportioned
210505,110428,district_apportioned
210506,110428,district_apportioned
210507,79633,district_apportioned
211001,102662,district_apportioned
211002,102662,district_apportioned
211003,102662,district_apportioned
211004,102662,district_apportioned
211005,102662,district_apportioned
211006,102662,district_apportioned
211007,102662,district_apportioned
211008,102662,district_apportioned
211010,102662,district_apportioned
211011,102662,district_apportioned
211012,102662,district_apportioned
211013,102662,district_apportioned
211014,102662,district_apportioned
211015,102662,district_apportioned
211016,102662,district_apportioned
211017,102662,district_apportioned
211018,102662,district_apportioned
211019,102662,district_apportioned
211021,102662,district_apportioned
211022,102662,district_apportioned
212104,102662,district_apportioned
212105,102662,district_apportioned
212106,102662,district_apportioned
212107,102662,district_apportioned
212108,102662,district_apportioned
212109,102662,district_apportioned
212111,102662,district_apportioned
212201,102662,district_apportioned
212202,319919,district_apportioned
212203,102662,district_apportioned
212204,102662,district_apportioned
212205,319919,district_apportioned
212206,319919,district_apportioned
212207,319919,district_apportioned
212208,102662,district_apportioned
212212,102662,district_apportioned
212213,102662,district_apportioned
212214,319919,district_apportioned
212216,102662,district_apportioned
212217,102662,district_apportioned
212218,102662,district_apportioned
212301,102662,district_apportioned
212302,102662,district_apportioned
212303,102662,district_apportioned
212305,102662,district_apportioned
212306,102662,district_apportioned
212307,102662,district_apportioned
212308,102662,district_apportioned
212401,102662,district_apportioned
212402,102662,district_apportioned
212404,102662,district_apportioned
212405,102662,district_apportioned
212502,102662,district_apportioned
212503,102662,district_apportioned
212507,102662,district_apportioned
212601,101259,district_apportioned
212620,101259,district_apportioned
212621,101259,district_apportioned
212622,101259,district_apportioned
212631,101259,district_apportioned
212635,101259,district_apportioned
212641,101259,district_apportioned
212645,101259,district_apportioned
212650,101259,district_apportioned
212651,101259,district_apportioned
212652,101259,district_apportioned
212653,101259,district_apportioned
212654,101259,district_apportioned
212655,101259,district_apportioned
212656,101259,district_apportioned
212657,101259,district_apportioned
212658,101259,district_apportioned
212659,101259,district_apportioned
212661,101259,district_apportioned
212663,101259,district_apportioned
212664,101259,district_apportioned
212665,101259,district_apportioned
221001,72095,district_apportioned
221002,72095,district_apportioned
221003,72095,district_apportioned
221004,72095,district_apportioned
221005,72095,district_apportioned
221006,72095,district_apportioned
221007,72095,district_apportioned
221008,72095,district_apportioned
221009,976378,district_apportioned
221010,72095,district_apportioned
221011,72095,district_apportioned
221012,72095,district_apportioned
221101,72095,district_apportioned
221103,72095,district_apportioned
221104,72095,district_apportioned
221105,72095,district_apportioned
221106,72095,district_apportioned
221107,72095,district_apportioned
221108,72095,district_apportioned
221109,72095,district_apportioned
221110,72095,district_apportioned
221112,72095,district_apportioned
221115,72095,district_apportioned
221116,72095,district_apportioned
221201,72095,district_apportioned
221202,72095,district_apportioned
221204,72095,district_apportioned
221206,72095,district_apportioned
221207,72095,district_apportioned
221208,72095,district_apportioned
221301,121763,district_apportioned
221302,72095,district_apportioned
221303,121763,district_apportioned
221304,121763,district_apportioned
221305,72095,district_apportioned
221306,121763,district_apportioned
221307,72095,district_apportioned
221308,121763,district_apportioned
221309,121763,district_apportioned
221310,121763,district_apportioned
221311,72095,district_apportioned
221313,72095,district_apportioned
221314,121763,district_apportioned
221401,121763,district_apportioned
221402,121763,district_apportioned
221403,72095,district_apportioned
221404,121763,district_apportioned
221405,72095,district_apportioned
221406,121763,district_apportioned
221409,121763,district_apportioned
221502,102662,district_apportioned
221503,102662,district_apportioned
221505,102662,district_apportioned
221507,102662,district_apportioned
221508,102662,district_apportioned
221601,78785,district_apportioned
221602,78785,district_apportioned
221603,78785,district_apportioned
221701,83071,district_apportioned
221705,78785,district_apportioned
221706,78785,district_apportioned
221709,83071,district_apportioned
221711,83071,district_apportioned
221712,83071,district_apportioned
221713,83071,district_apportioned
221715,83071,district_apportioned
221716,83071,district_apportioned
221717,83071,district_apportioned
221718,83071,district_apportioned
222001,109615,district_apportioned
222002,109615,district_apportioned
222003,109615,district_apportioned
222105,109615,district_apportioned
222109,109615,district_apportioned
222125,109615,district_apportioned
222127,109615,district_apportioned
222128,109615,district_apportioned
222129,109615,district_apportioned
222131,109615,district_apportioned
222132,109615,district_apportioned
222133,109615,district_apportioned
222135,109615,district_apportioned
222136,109615,district_apportioned
222137,109615,district_apportioned
222138,109615,district_apportioned
222139,109615,district_apportioned
222141,109615,district_apportioned
222142,109615,district_apportioned
222143,109615,district_apportioned
222144,109615,district_apportioned
222145,109615,district_apportioned
222146,109615,district_apportioned
222148,109615,district_apportioned
222149,109615,district_apportioned
222161,109615,district_apportioned
222162,109615,district_apportioned
222165,109615,district_apportioned
222170,109615,district_apportioned
222175,109615,district_apportioned
222180,109615,district_apportioned
222181,109615,district_apportioned
222201,109615,district_apportioned
222202,109615,district_apportioned
222203,109615,district_apportioned
222204,109615,district_apportioned
222301,88305,district_apportioned
222302,88305,district_apportioned
222303,88305,district_apportioned
223101,109615,district_apportioned
223102,109615,district_apportioned
223103,109615,district_apportioned
223104,109615,district_apportioned
223105,109615,district_apportioned
223221,128164,district_apportioned
223222,78785,district_apportioned
223223,128164,district_apportioned
223224,128164,district_apportioned
223225,128164,district_apportioned
223226,128164,district_apportioned
223227,128164,district_apportioned
224001,176500,district_apportioned
224116,176500,district_apportioned
224117,176500,district_apportioned
224118,176500,district_apportioned
224119,176500,district_apportioned
224120,176500,district_apportioned
224121,46113,district_apportioned
224122,46113,district_apportioned
224123,46113,district_apportioned
224125,46113,district_apportioned
224126,176500,district_apportioned
224127,46113,district_apportioned
224129,46113,district_apportioned
224132,46113,district_apportioned
224133,46113,district_apportioned
224135,46113,district_apportioned
224137,46113,district_apportioned
224139,46113,district_apportioned
224141,46113,district_apportioned
224143,46113,district_apportioned
224145,46113,district_apportioned
224146,46113,district_apportioned
224147,46113,district_apportioned
224149,46113,district_apportioned
224151,46113,district_apportioned
224152,46113,district_apportioned
224153,176500,district_apportioned
224155,46113,district_apportioned
224157,46113,district_apportioned
224158,176500,district_apportioned
224159,46113,district_apportioned
224161,46113,district_apportioned
224164,46113,district_apportioned
224168,46113,district_apportioned
224171,46113,district_apportioned
224172,46113,district_apportioned
224176,46113,district_apportioned
224181,46113,district_apportioned
224182,46113,district_apportioned
224183,46113,district_apportioned
224186,46113,district_apportioned
224188,176500,district_apportioned
224189,46113,district_apportioned
224190,46113,district_apportioned
224195,46113,district_apportioned
224201,46113,district_apportioned
224202,46113,district_apportioned
224203,46113,district_apportioned
224204,176500,district_apportioned
224205,46113,district_apportioned
224206,46113,district_apportioned
224207,176500,district_apportioned
224208,46113,district_apportioned
224209,46113,district_apportioned
224210,46113,district_apportioned
224225,176500,district_apportioned
224227,46113,district_apportioned
224228,46113,district_apportioned
224229,176500,district_apportioned
224230,46113,district_apportioned
224231,46113,district_apportioned
224232,46113,district_apportioned
224234,46113,district_apportioned
224235,46113,district_apportioned
224238,46113,district_apportioned
224284,46113,district_apportioned
225001,93163,district_apportioned
225002,93163,district_apportioned
225003,93163,district_apportioned
225119,93163,district_apportioned
225120,93163,district_apportioned
225121,93163,district_apportioned
225122,93163,district_apportioned
225123,93163,district_apportioned
225124,93163,district_apportioned
225125,93163,district_apportioned
225126,93163,district_apportioned
225201,93163,district_apportioned
225202,93163,district_apportioned
225203,93163,district_apportioned
225204,93163,district_apportioned
225205,93163,district_apportioned
225206,93163,district_apportioned
225207,93163,district_apportioned
225208,93163,district_apportioned
225301,93163,district_apportioned
225302,93163,district_apportioned
225303,93163,district_apportioned
225304,93163,district_apportioned
225305,93163,district_apportioned
225306,93163,district_apportioned
225401,93163,district_apportioned
225403,93163,district_apportioned
225404,93163,district_apportioned
225405,93163,district_apportioned
225409,93163,district_apportioned
225412,93163,district_apportioned
225413,93163,district_apportioned
225414,93163,district_apportioned
225415,93163,district_apportioned
225416,93163,district_apportioned
226001,106740,district_apportioned
226002,106740,district_apportioned
226003,106740,district_apportioned
226004,106740,district_apportioned
226005,106740,district_apportioned
226006,106740,district_apportioned
226007,106740,district_apportioned
226008,106740,district_apportioned
226009,106740,district_apportioned
226010,106740,district_apportioned
226011,106740,district_apportioned
226012,106740,district_apportioned
226013,106740,district_apportioned
226014,106740,district_apportioned
226015,106740,district_apportioned
226016,106740,district_apportioned
226017,106740,district_apportioned
226018,106740,district_apportioned
226019,106740,district_apportioned
226020,106740,district_apportioned
226021,106740,district_apportioned
226022,106740,district_apportioned
226023,106740,district_apportioned
226024,106740,district_apportioned
226025,106740,district_apportioned
226026,106740,district_apportioned
226027,106740,district_apportioned
226028,106740,district_apportioned
226029,106740,district_apportioned
226030,106740,district_apportioned
226031,106740,district_apportioned
226101,106740,district_apportioned
226102,106740,district_apportioned
226103,106740,district_apportioned
226104,106740,district_apportioned
226201,106740,district_apportioned
226202,106740,district_apportioned
226203,106740,district_apportioned
226301,106740,district_apportioned
226302,106740,district_apportioned
226303,106740,district_apportioned
226401,106740,district_apportioned
226501,106740,district_apportioned
227304,88305,district_apportioned
227405,88305,district_apportioned
227406,88305,district_apportioned
227407,88305,district_apportioned
227408,88305,district_apportioned
227409,88305,district_apportioned
227411,88305,district_apportioned
227412,88305,district_apportioned
227413,88305,district_apportioned
227801,88305,district_apportioned
227805,88305,district_apportioned
227806,88305,district_apportioned
227807,88305,district_apportioned
227808,88305,district_apportioned
227809,88305,district_apportioned
227811,88305,district_apportioned
227812,88305,district_apportioned
227813,88305,district_apportioned
227814,88305,district_apportioned
227815,88305,district_apportioned
227816,88305,district_apportioned
227817,88305,district_apportioned
228001,88305,district_apportioned
228118,88305,district_apportioned
228119,88305,district_apportioned
228120,88305,district_apportioned
228121,88305,district_apportioned
228125,88305,district_apportioned
228131,88305,district_apportioned
228132,88305,district_apportioned
228133,88305,district_apportioned
228141,88305,district_apportioned
228142,88305,district_apportioned
228145,88305,district_apportioned
228151,88305,district_apportioned
228155,88305,district_apportioned
228159,88305,district_apportioned
228161,88305,district_apportioned
228171,88305,district_apportioned
228178,88305,district_apportioned
229001,70949,district_apportioned
229010,70949,district_apportioned
229103,70949,district_apportioned
229120,70949,district_apportioned
229121,70949,district_apportioned
229122,70949,district_apportioned
229123,70949,district_apportioned
229124,70949,district_apportioned
229125,70949,district_apportioned
229126,70949,district_apportioned
229127,70949,district_apportioned
229128,70949,district_apportioned
229129,70949,district_apportioned
229130,70949,district_apportioned
229135,70949,district_apportioned
229201,70949,district_apportioned
229202,70949,district_apportioned
229203,70949,district_apportioned
229204,70949,district_apportioned
229205,70949,district_apportioned
229206,70949,district_apportioned
229207,70949,district_apportioned
229208,70949,district_apportioned
229209,70949,district_apportioned
229210,70949,district_apportioned
229211,70949,district_apportioned
229212,70949,district_apportioned
229215,70949,district_apportioned
229216,70949,district_apportioned
229301,70949,district_apportioned
229302,70949,district_apportioned
229303,70949,district_apportioned
229304,70949,district_apportioned
229305,70949,district_apportioned
229306,70949,district_apportioned
229307,70949,district_apportioned
229308,70949,district_apportioned
229309,70949,district_apportioned
229310,70949,district_apportioned
229311,70949,district_apportioned
229316,70949,district_apportioned
229401,70949,district_apportioned
229402,70949,district_apportioned
229404,70949,district_apportioned
229405,70949,district_apportioned
229406,70949,district_apportioned
229408,80229,district_apportioned
229410,80229,district_apportioned
229411,102662,district_apportioned
229412,102662,district_apportioned
229413,102662,district_apportioned
229801,70949,district_apportioned
229802,70949,district_apportioned
230001,80229,district_apportioned
230002,80229,district_apportioned
230121,80229,district_apportioned
230124,80229,district_apportioned
230125,80229,district_apportioned
230126,80229,district_apportioned
230127,80229,district_apportioned
230128,80229,district_apportioned
230129,80229,district_apportioned
230130,80229,district_apportioned
230131,80229,district_apportioned
230132,80229,district_apportioned
230133,80229,district_apportioned
230134,80229,district_apportioned
230135,80229,district_apportioned
230136,80229,district_apportioned
230137,80229,district_apportioned
230138,80229,district_apportioned
230139,80229,district_apportioned
230141,80229,district_apportioned
230142,80229,district_apportioned
230143,80229,district_apportioned
230144,80229,district_apportioned
230201,80229,district_apportioned
230202,80229,district_apportioned
230204,80229,district_apportioned
230301,80229,district_apportioned
230302,80229,district_apportioned
230304,80229,district_apportioned
230306,80229,district_apportioned
230401,80229,district_apportioned
230402,80229,district_apportioned
230403,80229,district_apportioned
230404,80229,district_apportioned
230405,80229,district_apportioned
230501,80229,district_apportioned
230502,80229,district_apportioned
230503,80229,district_apportioned
231001,166465,district_apportioned
231205,93128,district_apportioned
231206,93128,district_apportioned
231207,93128,district_apportioned
231208,93128,district_apportioned
231209,93128,district_apportioned
231210,93128,district_apportioned
231211,166465,district_apportioned
231212,93128,district_apportioned
231213,93128,district_apportioned
231215,93128,district_apportioned
231216,93128,district_apportioned
231217,93128,district_apportioned
231218,93128,district_apportioned
231219,93128,district_apportioned
231220,93128,district_apportioned
231221,93128,district_apportioned
231222,93128,district_apportioned
231223,93128,district_apportioned
231224,93128,district_apportioned
231225,93128,district_apportioned
231226,93128,district_apportioned
231301,166465,district_apportioned
231302,166465,district_apportioned
231303,166465,district_apportioned
231304,166465,district_apportioned
231305,166465,district_apportioned
231306,166465,district_apportioned
231307,166465,district_apportioned
231309,166465,district_apportioned
231311,166465,district_apportioned
231312,166465,district_apportioned
231313,166465,district_apportioned
231314,166465,district_apportioned
231501,166465,district_apportioned
232101,72095,district_apportioned
232102,72095,district_apportioned
232103,72095,district_apportioned
232104,72095,district_apportioned
232105,72095,district_apportioned
232106,72095,district_apportioned
232107,72095,district_apportioned
232108,72095,district_apportioned
232109,72095,district_apportioned
232110,72095,district_apportioned
232111,72095,district_apportioned
232118,72095,district_apportioned
232120,976378,district_apportioned
232325,86197,district_apportioned
232326,86197,district_apportioned
232327,86197,district_apportioned
232328,86197,district_apportioned
232329,86197,district_apportioned
232330,86197,district_apportioned
232331,86197,district_apportioned
232332,86197,district_apportioned
232333,86197,district_apportioned
232336,86197,district_apportioned
232339,86197,district_apportioned
232340,86197,district_apportioned
233001,86197,district_apportioned
233002,86197,district_apportioned
233221,86197,district_apportioned
233222,86197,district_apportioned
233223,86197,district_apportioned
233224,86197,district_apportioned
233225,86197,district_apportioned
233226,86197,district_apportioned
233227,86197,district_apportioned
233228,86197,district_apportioned
233229,86197,district_apportioned
233230,86197,district_apportioned
233231,86197,district_apportioned
233232,86197,district_apportioned
233233,86197,district_apportioned
233300,86197,district_apportioned
233301,86197,district_apportioned
233302,86197,district_apportioned
233303,86197,district_apportioned
233304,86197,district_apportioned
233305,86197,district_apportioned
233306,86197,district_apportioned
233307,86197,district_apportioned
233310,86197,district_apportioned
233311,86197,district_apportioned
241001,170535,district_apportioned
241121,170535,district_apportioned
241122,170535,district_apportioned
241123,170535,district_apportioned
241124,170535,district_apportioned
241125,170535,district_apportioned
241126,170535,district_apportioned
241127,170535,district_apportioned
241201,170535,district_apportioned
241202,170535,district_apportioned
241203,170535,district_apportioned
241204,170535,district_apportioned
241301,170535,district_apportioned
241302,170535,district_apportioned
241303,170535,district_apportioned
241304,170535,district_apportioned
241305,170535,district_apportioned
241401,170535,district_apportioned
241402,170535,district_apportioned
241403,170535,district_apportioned
241404,170535,district_apportioned
241405,170535,district_apportioned
241406,170535,district_apportioned
241407,170535,district_apportioned
242001,176855,district_apportioned
242021,175328,district_apportioned
242042,176855,district_apportioned
242123,176855,district_apportioned
242127,176855,district_apportioned
242220,176855,district_apportioned
242221,176855,district_apportioned
242223,176855,district_apportioned
242226,176855,district_apportioned
242301,176855,district_apportioned
242303,176855,district_apportioned
242305,176855,district_apportioned
242306,176855,district_apportioned
242307,176855,district_apportioned
242401,176855,district_apportioned
242405,176855,district_apportioned
242406,176855,district_apportioned
242407,176855,district_apportioned
243001,185348,district_apportioned
243002,185348,district_apportioned
243003,184637,district_apportioned
243004,185348,district_apportioned
243005,185348,district_apportioned
243006,185348,district_apportioned
243122,185348,district_apportioned
243123,184637,district_apportioned
243126,185348,district_apportioned
243201,185348,district_apportioned
243202,185348,district_apportioned
243203,185348,district_apportioned
243301,185348,district_apportioned
243302,185348,district_apportioned
243303,185348,district_apportioned
243401,185348,district_apportioned
243402,185348,district_apportioned
243403,185348,district_apportioned
243407,185348,district_apportioned
243501,185348,district_apportioned
243502,185348,district_apportioned
243503,185348,district_apportioned
243504,185348,district_apportioned
243505,185348,district_apportioned
243506,185348,district_apportioned
243601,175328,district_apportioned
243630,175328,district_apportioned
243631,175328,district_apportioned
243632,175328,district_apportioned
243633,175328,district_apportioned
243634,175328,district_apportioned
243635,175328,district_apportioned
243636,175328,district_apportioned
243637,175328,district_apportioned
243638,175328,district_apportioned
243639,175328,district_apportioned
243641,175328,district_apportioned
243720,175328,district_apportioned
243722,175328,district_apportioned
243723,175328,district_apportioned
243724,175328,district_apportioned
243725,175328,district_apportioned
243726,175328,district_apportioned
243727,175328,district_apportioned
243751,175328,district_apportioned
244001,265111,district_apportioned
244102,122681,district_apportioned
244103,265111,district_apportioned
244104,265111,district_apportioned
244105,265111,district_apportioned
244221,122681,district_apportioned
244222,122681,district_apportioned
244223,122681,district_apportioned
244225,122681,district_apportioned
244231,122681,district_apportioned
244235,122681,district_apportioned
244236,122681,district_apportioned
244241,122681,district_apportioned
244242,122681,district_apportioned
244245,122681,district_apportioned
244251,122681,district_apportioned
244255,122681,district_apportioned
244301,265111,district_apportioned
244302,265111,district_apportioned
244303,265111,district_apportioned
244304,122681,district_apportioned
244401,265111,district_apportioned
244402,265111,district_apportioned
244410,265111,district_apportioned
244411,265111,district_apportioned
244412,265111,district_apportioned
244413,265111,district_apportioned
244414,265111,district_apportioned
244415,265111,district_apportioned
244501,122681,district_apportioned
244504,265111,district_apportioned
244601,265111,district_apportioned
244602,265111,district_apportioned
244701,233582,district_apportioned
244712,96994,district_apportioned
244713,96994,district_apportioned
244715,96994,district_apportioned
244716,96994,district_apportioned
244717,96994,district_apportioned
244901,233582,district_apportioned
244921,233582,district_apportioned
244922,233582,district_apportioned
244923,233582,district_apportioned
244924,233582,district_apportioned
244925,233582,district_apportioned
244926,233582,district_apportioned
244927,233582,district_apportioned
244928,233582,district_apportioned
245101,167202,district_apportioned
245201,167202,district_apportioned
245205,121763,district_apportioned
245206,156531,district_apportioned
245207,167202,district_apportioned
245208,167202,district_apportioned
245301,121763,district_apportioned
245304,121763,district_apportioned
246001,14318,district_apportioned
246113,14318,district_apportioned
246121,14318,district_apportioned
246123,14318,district_apportioned
246124,14318,district_apportioned
246125,14318,district_apportioned
246127,14318,district_apportioned
246128,14318,district_apportioned
246129,14318,district_apportioned
246130,14318,district_apportioned
246131,14318,district_apportioned
246141,17306,district_apportioned
246142,14318,district_apportioned
246144,14318,district_apportioned
246146,14318,district_apportioned
246147,14318,district_apportioned
246148,14318,district_apportioned
246149,14318,district_apportioned
246150,14318,district_apportioned
246155,14318,district_apportioned
246159,14318,district_apportioned
246161,14318,district_apportioned
246162,14318,district_apportioned
246163,14318,district_apportioned
246164,14318,district_apportioned
246165,14318,district_apportioned
246166,14318,district_apportioned
246167,14318,district_apportioned
246169,14318,district_apportioned
246171,17306,district_apportioned
246172,14318,district_apportioned
246173,14318,district_apportioned
246174,14318,district_apportioned
246175,14318,district_apportioned
246176,14318,district_apportioned
246177,14318,district_apportioned
246178,14318,district_apportioned
246179,14318,district_apportioned
246193,14318,district_apportioned
246194,14318,district_apportioned
246275,14318,district_apportioned
246276,14318,district_apportioned
246277,14318,district_apportioned
246278,14318,district_apportioned
246279,14318,district_apportioned
246285,14318,district_apportioned
246401,15664,district_apportioned
246419,17306,district_apportioned
246421,17306,district_apportioned
246422,15664,district_apportioned
246424,15664,district_apportioned
246425,17306,district_apportioned
246426,15664,district_apportioned
246427,15664,district_apportioned
246428,15664,district_apportioned
246429,17306,district_apportioned
246431,15664,district_apportioned
246435,15664,district_apportioned
246439,17306,district_apportioned
246440,15664,district_apportioned
246441,15664,district_apportioned
246442,17306,district_apportioned
246443,15664,district_apportioned
246444,15664,district_apportioned
246445,17306,district_apportioned
246446,15664,district_apportioned
246448,17306,district_apportioned
246449,15664,district_apportioned
246453,15664,district_apportioned
246455,15664,district_apportioned
246469,17306,district_apportioned
246471,17306,district_apportioned
246472,15664,district_apportioned
246473,15664,district_apportioned
246474,15664,district_apportioned
246475,17306,district_apportioned
246481,15664,district_apportioned
246482,15664,district_apportioned
246483,15664,district_apportioned
246486,15664,district_apportioned
246487,15664,district_apportioned
246488,15664,district_apportioned
246495,17306,district_apportioned
246701,153446,district_apportioned
246721,153446,district_apportioned
246722,153446,district_apportioned
246723,153446,district_apportioned
246724,153446,district_apportioned
246725,153446,district_apportioned
246726,153446,district_apportioned
246727,153446,district_apportioned
246728,153446,district_apportioned
246729,153446,district_apportioned
246731,153446,district_apportioned
246732,153446,district_apportioned
246733,153446,district_apportioned
246734,153446,district_apportioned
246735,153446,district_apportioned
246736,153446,district_apportioned
246737,153446,district_apportioned
246745,153446,district_apportioned
246746,153446,district_apportioned
246747,153446,district_apportioned
246749,153446,district_apportioned
246761,153446,district_apportioned
246762,153446,district_apportioned
246763,90020,district_apportioned
246764,153446,district_apportioned
247001,192577,district_apportioned
247002,192577,district_apportioned
247120,192577,district_apportioned
247121,192577,district_apportioned
247122,192577,district_apportioned
247129,192577,district_apportioned
247231,192577,district_apportioned
247232,192577,district_apportioned
247340,192577,district_apportioned
247341,192577,district_apportioned
247342,192577,district_apportioned
247343,192577,district_apportioned
247451,192577,district_apportioned
247452,192577,district_apportioned
247453,192577,district_apportioned
247551,192577,district_apportioned
247554,192577,district_apportioned
247656,90020,district_apportioned
247661,90020,district_apportioned
247662,90020,district_apportioned
247663,90020,district_apportioned
247664,90020,district_apportioned
247665,90020,district_apportioned
247666,90020,district_apportioned
247667,90020,district_apportioned
247668,90020,district_apportioned
247669,192577,district_apportioned
247670,90020,district_apportioned
247671,90020,district_apportioned
247771,142880,district_apportioned
247772,142880,district_apportioned
247773,142880,district_apportioned
247774,142880,district_apportioned
247775,142880,district_apportioned
247776,142880,district_apportioned
247777,142880,district_apportioned
247778,142880,district_apportioned
248001,42417,district_apportioned
248002,42417,district_apportioned
248003,42417,district_apportioned
248005,42417,district_apportioned
248006,42417,district_apportioned
248007,42417,district_apportioned
248008,42417,district_apportioned
248009,42417,district_apportioned
248011,42417,district_apportioned
248012,42417,district_apportioned
248013,42417,district_apportioned
248014,42417,district_apportioned
248015,42417,district_apportioned
248016,42417,district_apportioned
248018,42417,district_apportioned
248121,42417,district_apportioned
248122,42417,district_apportioned
248123,42417,district_apportioned
248124,42417,district_apportioned
248125,42417,district_apportioned
248140,42417,district_apportioned
248142,42417,district_apportioned
248143,42417,district_apportioned
248145,42417,district_apportioned
248146,42417,district_apportioned
248158,42417,district_apportioned
248159,42417,district_apportioned
248165,42417,district_apportioned
248171,42417,district_apportioned
248179,42417,district_apportioned
248195,42417,district_apportioned
248196,42417,district_apportioned
248197,42417,district_apportioned
248198,42417,district_apportioned
248199,42417,district_apportioned
249001,23805,district_apportioned
249121,23805,district_apportioned
249122,23805,district_apportioned
249123,23805,district_apportioned
249124,23805,district_apportioned
249125,23805,district_apportioned
249126,23805,district_apportioned
